subNo index block mean periodicity testLevel pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
9.0000 8.0000 1.0000 -4.0000 0.0000 -7.5000 8 1.0000 1.0000 1.1120 2.0000 -6.0000 -10.0000 -2.0000 -14.0000 6.0000 0.1899 0.3659 0.3105 0.2266 0.1561 1.2489 1.9870 3.4915 
9.0000 62.0000 1.0000 4.0000 1.0000 5.0000 2 -1.0000 1.0000 1.7040 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9673 3.4592 
9.0000 26.0000 1.0000 -2.0000 0.0000 2.5000 8 1.0000 0.0000 1.2350 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.1517 0.1818 0.3306 0.3564 0.2321 1.2526 1.8312 3.3283 
9.0000 22.0000 1.0000 -2.0000 0.0000 -7.5000 8 1.0000 1.0000 1.4830 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.1819 0.2512 0.1934 0.3535 0.2727 1.2527 1.8510 3.3452 
9.0000 35.0000 1.0000 0.0000 1.0000 7.5000 8 1.0000 0.0000 3.5690 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8143 3.3091 
9.0000 40.0000 1.0000 0.0000 0.0000 2.5000 2 -1.0000 1.0000 2.1030 -10.0000 2.0000 6.0000 -2.0000 10.0000 -6.0000 0.2684 0.1524 0.2614 0.1837 0.3941 1.2599 1.8559 3.3691 
9.0000 66.0000 1.0000 4.0000 0.0000 -2.5000 8 1.0000 1.0000 3.7330 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.2293 0.2874 0.1901 0.2318 0.3035 1.2422 1.9819 3.4848 
9.0000 46.0000 1.0000 2.0000 1.0000 0.0000 8 1.0000 0.0000 2.0930 -8.0000 4.0000 8.0000 0.0000 12.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8813 3.3925 
9.0000 6.0000 1.0000 -4.0000 1.0000 5.0000 8 1.0000 0.0000 3.5120 -14.0000 -6.0000 2.0000 -10.0000 6.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9072 3.4093 
9.0000 31.0000 1.0000 0.0000 1.0000 -2.5000 8 1.0000 1.0000 1.4910 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8409 3.3426 
9.0000 70.0000 1.0000 4.0000 0.0000 7.5000 2 -1.0000 1.0000 1.7190 10.0000 2.0000 -2.0000 6.0000 -6.0000 14.0000 0.2188 0.3290 0.1859 0.3107 0.1957 1.2401 1.8416 3.3325 
9.0000 23.0000 1.0000 -2.0000 0.0000 -5.0000 8 1.0000 1.0000 2.6450 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.1708 0.3239 0.2094 0.3068 0.2450 1.2559 1.9856 3.4818 
9.0000 30.0000 1.0000 0.0000 1.0000 -5.0000 NR 0.0000 0.0000 0.0000 -10.0000 2.0000 6.0000 -2.0000 10.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9102 3.4093 
9.0000 69.0000 1.0000 4.0000 0.0000 5.0000 8 1.0000 0.0000 1.4180 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.1761 0.2743 0.1591 0.2743 0.3636 1.2474 1.7713 3.2731 
9.0000 12.0000 1.0000 -4.0000 0.0000 2.5000 2 -1.0000 1.0000 1.2210 -10.0000 2.0000 6.0000 -14.0000 -2.0000 -6.0000 0.3525 0.2062 0.1748 0.3521 0.1553 1.2410 1.9345 3.4335 
9.0000 68.0000 1.0000 4.0000 0.0000 2.5000 8 1.0000 0.0000 1.8350 10.0000 2.0000 -6.0000 6.0000 -2.0000 14.0000 0.1745 0.2969 0.2010 0.3842 0.1940 1.2507 1.9174 3.4266 
9.0000 42.0000 1.0000 0.0000 0.0000 7.5000 8 1.0000 0.0000 2.4890 10.0000 -2.0000 -6.0000 2.0000 -10.0000 6.0000 0.1694 0.2065 0.3217 0.2488 0.2969 1.2433 1.8526 3.3525 
9.0000 53.0000 1.0000 2.0000 0.0000 0.0000 8 1.0000 0.0000 2.6240 -4.0000 8.0000 12.0000 -8.0000 4.0000 0.0000 0.2220 0.2910 0.2112 0.3543 0.1675 1.2460 1.9762 3.4720 
9.0000 17.0000 1.0000 -2.0000 1.0000 -2.5000 8 1.0000 1.0000 2.6310 0.0000 -8.0000 -12.0000 8.0000 -4.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9745 3.4759 
9.0000 28.0000 1.0000 -2.0000 0.0000 7.5000 2 -1.0000 1.0000 1.8600 -12.0000 0.0000 4.0000 -4.0000 8.0000 -8.0000 0.2667 0.1666 0.2335 0.3420 0.2461 1.2550 1.9116 3.4143 
9.0000 43.0000 1.0000 2.0000 1.0000 -7.5000 8 1.0000 1.0000 1.1360 8.0000 -4.0000 -8.0000 12.0000 0.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9034 3.3926 
9.0000 38.0000 1.0000 0.0000 0.0000 -2.5000 8 1.0000 1.0000 1.5710 2.0000 -6.0000 -10.0000 10.0000 -2.0000 6.0000 0.2594 0.1849 0.2546 0.2001 0.3465 1.2455 1.8612 3.3548 
9.0000 3.0000 1.0000 -4.0000 1.0000 -2.5000 8 1.0000 1.0000 2.3590 -2.0000 -10.0000 -14.0000 6.0000 -6.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8143 3.3091 
9.0000 67.0000 1.0000 4.0000 0.0000 0.0000 2 -1.0000 0.0000 2.6890 -6.0000 2.0000 10.0000 -2.0000 14.0000 6.0000 0.2542 0.2003 0.2412 0.3887 0.1658 1.2502 1.9581 3.4593 
9.0000 58.0000 1.0000 4.0000 1.0000 -5.0000 8 1.0000 1.0000 2.8720 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9469 3.4593 
9.0000 41.0000 1.0000 0.0000 0.0000 5.0000 2 -1.0000 1.0000 2.5980 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.1696 0.2051 0.2910 0.3708 0.2195 1.2561 1.7752 3.2820 
9.0000 55.0000 1.0000 2.0000 0.0000 5.0000 8 1.0000 0.0000 1.7810 12.0000 0.0000 -4.0000 4.0000 -8.0000 8.0000 0.1912 0.3577 0.1525 0.2429 0.3073 1.2515 1.8737 3.3775 
9.0000 51.0000 1.0000 2.0000 0.0000 -5.0000 NR 0.0000 0.0000 0.0000 -8.0000 0.0000 8.0000 -4.0000 12.0000 4.0000 0.2888 0.1734 0.2528 0.3168 0.2095 1.2413 1.8013 3.3004 
9.0000 50.0000 1.0000 2.0000 0.0000 -7.5000 8 1.0000 1.0000 1.6160 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2026 0.2765 0.1887 0.3750 0.2134 1.2563 1.9848 3.4823 
9.0000 15.0000 1.0000 -2.0000 1.0000 -7.5000 8 1.0000 1.0000 1.6640 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8510 3.3425 
9.0000 16.0000 1.0000 -2.0000 1.0000 -5.0000 8 1.0000 1.0000 1.1040 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9537 3.4426 
9.0000 45.0000 1.0000 2.0000 1.0000 -2.5000 8 1.0000 1.0000 1.6360 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8693 3.3591 
9.0000 48.0000 1.0000 2.0000 1.0000 5.0000 2 -1.0000 1.0000 1.2690 8.0000 0.0000 -8.0000 4.0000 -4.0000 12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7816 3.2758 
9.0000 19.0000 1.0000 -2.0000 1.0000 2.5000 2 -1.0000 1.0000 2.5490 4.0000 -8.0000 -12.0000 8.0000 -4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7777 3.2925 
9.0000 54.0000 1.0000 2.0000 0.0000 2.5000 2 -1.0000 1.0000 2.1210 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2257 0.3118 0.1734 0.3607 0.1848 1.2563 1.9864 3.4991 
9.0000 65.0000 1.0000 4.0000 0.0000 -5.0000 8 1.0000 1.0000 1.2620 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.2758 0.1840 0.3816 0.1618 0.2426 1.2458 1.7570 3.2550 
9.0000 13.0000 1.0000 -4.0000 0.0000 5.0000 8 1.0000 0.0000 3.0820 2.0000 -6.0000 -10.0000 -2.0000 -14.0000 6.0000 0.3580 0.2079 0.3147 0.1746 0.2015 1.2566 1.8492 3.3659 
9.0000 29.0000 1.0000 0.0000 1.0000 -7.5000 8 1.0000 1.0000 1.4490 6.0000 -2.0000 -6.0000 2.0000 -10.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7820 3.2758 
9.0000 18.0000 1.0000 -2.0000 1.0000 0.0000 8 1.0000 0.0000 1.5770 -12.0000 -4.0000 8.0000 -8.0000 4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8037 3.3093 
9.0000 14.0000 1.0000 -4.0000 0.0000 7.5000 2 -1.0000 1.0000 1.3720 -6.0000 2.0000 6.0000 -14.0000 -2.0000 -10.0000 0.2278 0.1568 0.3407 0.1635 0.3539 1.2427 1.7961 3.2853 
9.0000 21.0000 1.0000 -2.0000 1.0000 7.5000 2 -1.0000 1.0000 2.3610 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9416 3.4425 
9.0000 36.0000 1.0000 0.0000 0.0000 -7.5000 8 1.0000 1.0000 2.2700 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.2944 0.1524 0.2443 0.3492 0.2145 1.2548 1.9720 3.4641 
9.0000 24.0000 1.0000 -2.0000 0.0000 -2.5000 8 1.0000 1.0000 1.4160 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.1632 0.2467 0.2095 0.3899 0.2498 1.2590 1.9449 3.4516 
9.0000 56.0000 1.0000 2.0000 0.0000 7.5000 2 -1.0000 1.0000 1.6880 -8.0000 0.0000 12.0000 -4.0000 8.0000 4.0000 0.2803 0.1939 0.1685 0.3942 0.2109 1.2477 1.8124 3.3236 
9.0000 44.0000 1.0000 2.0000 1.0000 -5.0000 8 1.0000 1.0000 1.6620 -8.0000 0.0000 12.0000 -4.0000 8.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7517 3.2592 
9.0000 32.0000 1.0000 0.0000 1.0000 0.0000 8 1.0000 0.0000 1.6140 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7938 3.2924 
9.0000 57.0000 1.0000 4.0000 1.0000 -7.5000 8 1.0000 1.0000 1.4280 10.0000 2.0000 -2.0000 6.0000 -6.0000 14.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8501 3.3593 
9.0000 60.0000 1.0000 4.0000 1.0000 0.0000 8 1.0000 0.0000 1.1470 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8222 3.3258 
9.0000 4.0000 1.0000 -4.0000 1.0000 0.0000 8 1.0000 0.0000 1.3450 -6.0000 2.0000 6.0000 -14.0000 -2.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9438 3.4425 
9.0000 10.0000 1.0000 -4.0000 0.0000 -2.5000 2 -1.0000 0.0000 2.2130 -10.0000 -2.0000 6.0000 -6.0000 2.0000 -14.0000 0.1803 0.2771 0.1932 0.3756 0.2173 1.2436 1.8202 3.3194 
9.0000 20.0000 1.0000 -2.0000 1.0000 5.0000 2 -1.0000 1.0000 1.0880 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7682 3.2592 
9.0000 52.0000 1.0000 2.0000 0.0000 -2.5000 8 1.0000 1.0000 2.2580 12.0000 4.0000 -8.0000 8.0000 -4.0000 0.0000 0.1523 0.3706 0.2204 0.1671 0.3319 1.2422 1.9410 3.4347 
9.0000 61.0000 1.0000 4.0000 1.0000 2.5000 8 1.0000 0.0000 2.7850 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8036 3.2926 
9.0000 64.0000 1.0000 4.0000 0.0000 -7.5000 8 1.0000 1.0000 4.0920 10.0000 2.0000 -2.0000 6.0000 -6.0000 14.0000 0.2097 0.2827 0.1768 0.2674 0.3077 1.2442 1.9645 3.4535 
9.0000 5.0000 1.0000 -4.0000 1.0000 2.5000 2 -1.0000 1.0000 2.1980 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8295 3.3425 
