subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
10.0000 1.0000 2.0000 1.0000 -11.0000 2 1.0000 1.0000 0.5420 0.0000 4.0000 -4.0000 -8.0000 12.0000 0.0000 8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7636 3.2592 
10.0000 2.0000 -2.0000 0.0000 11.0000 8 -1.0000 1.0000 0.6050 0.0000 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.3319 0.2804 0.1564 0.2662 0.2119 1.2468 1.9597 3.4561 
10.0000 3.0000 2.0000 1.0000 11.0000 8 -1.0000 1.0000 0.7320 0.0000 -8.0000 0.0000 8.0000 -4.0000 12.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8852 3.3758 
10.0000 4.0000 0.0000 0.0000 -11.0000 2 1.0000 1.0000 0.5640 0.0000 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.2542 0.1635 0.3732 0.1811 0.2848 1.2568 1.8770 3.3994 
10.0000 5.0000 2.0000 1.0000 -9.0000 2 1.0000 1.0000 0.5060 0.0000 -4.0000 4.0000 12.0000 0.0000 8.0000 -8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9180 3.4259 
10.0000 6.0000 -4.0000 0.0000 9.0000 8 -1.0000 1.0000 0.7680 0.0000 -14.0000 -6.0000 6.0000 -10.0000 2.0000 -2.0000 0.3386 0.2403 0.2039 0.1536 0.3179 1.2544 1.7959 3.3136 
10.0000 7.0000 -2.0000 1.0000 -7.0000 2 1.0000 1.0000 0.5130 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8218 3.3258 
10.0000 8.0000 2.0000 1.0000 7.0000 8 -1.0000 1.0000 0.7450 0.0000 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9206 3.4258 
10.0000 9.0000 -4.0000 1.0000 -7.0000 NR 0.0000 0.0000 0.0000 0.0000 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8602 3.3592 
10.0000 10.0000 -2.0000 1.0000 7.0000 8 -1.0000 1.0000 0.6520 0.0000 -8.0000 0.0000 8.0000 -4.0000 4.0000 -12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9887 3.4926 
10.0000 11.0000 -2.0000 0.0000 7.0000 8 -1.0000 1.0000 0.9190 0.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.1992 0.2301 0.3462 0.1653 0.3002 1.2410 1.9387 3.4335 
10.0000 12.0000 2.0000 1.0000 -5.0000 8 -1.0000 0.0000 2.7610 0.0000 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8969 3.3925 
10.0000 13.0000 -2.0000 1.0000 -5.0000 2 1.0000 1.0000 0.6320 0.0000 -12.0000 -4.0000 8.0000 -8.0000 4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9201 3.4094 
10.0000 14.0000 -2.0000 1.0000 -5.0000 2 1.0000 1.0000 1.1800 0.0000 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7592 3.2591 
10.0000 15.0000 4.0000 1.0000 5.0000 8 -1.0000 1.0000 1.5300 0.0000 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9387 3.4426 
10.0000 16.0000 -4.0000 0.0000 5.0000 8 -1.0000 1.0000 1.3090 0.0000 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.3254 0.2592 0.2332 0.2715 0.1527 1.2420 1.7635 3.2678 
10.0000 17.0000 2.0000 0.0000 3.0000 8 -1.0000 1.0000 0.7140 0.0000 4.0000 -4.0000 -8.0000 12.0000 0.0000 8.0000 0.3601 0.2857 0.1899 0.2490 0.1680 1.2526 1.7855 3.2951 
10.0000 18.0000 -4.0000 1.0000 -1.0000 2 1.0000 1.0000 2.1510 0.0000 6.0000 -6.0000 -14.0000 -2.0000 -10.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8300 3.3258 
10.0000 19.0000 4.0000 0.0000 1.0000 8 -1.0000 1.0000 1.5130 0.0000 -6.0000 2.0000 14.0000 -2.0000 10.0000 6.0000 0.2012 0.3127 0.2091 0.3366 0.1811 1.2408 1.8641 3.3500 
10.0000 20.0000 4.0000 1.0000 0.0000 8 -1.0000 0.0000 1.3600 0.0000 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7747 3.2758 
10.0000 21.0000 4.0000 1.0000 0.0000 8 -1.0000 0.0000 0.9060 0.0000 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7831 3.2757 
10.0000 22.0000 -4.0000 1.0000 -0.0000 2 1.0000 0.0000 1.4410 0.0000 6.0000 -2.0000 -14.0000 2.0000 -10.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8249 3.3258 
10.0000 23.0000 4.0000 0.0000 0.0000 8 -1.0000 0.0000 0.8520 1.0000 -2.0000 10.0000 14.0000 -6.0000 6.0000 2.0000 0.3086 0.2025 0.2460 0.1793 0.3210 1.2575 1.9278 3.4333 
10.0000 24.0000 -2.0000 0.0000 -0.9900 2 1.0000 1.0000 2.8320 2.0000 -12.0000 0.0000 4.0000 -4.0000 8.0000 -8.0000 0.2068 0.3780 0.1568 0.3246 0.1928 1.2590 1.8961 3.4014 
10.0000 25.0000 -2.0000 1.0000 0.6600 2 1.0000 0.0000 0.7310 2.0000 -8.0000 0.0000 8.0000 -4.0000 4.0000 -12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9088 3.4092 
10.0000 26.0000 0.0000 1.0000 0.6600 2 1.0000 0.0000 1.1660 2.0000 10.0000 -2.0000 -6.0000 2.0000 -10.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8528 3.3592 
10.0000 27.0000 -4.0000 1.0000 -0.6600 2 1.0000 1.0000 1.6350 2.0000 6.0000 -6.0000 -10.0000 -2.0000 -14.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9439 3.4594 
10.0000 28.0000 2.0000 1.0000 -0.6600 8 -1.0000 0.0000 2.1830 2.0000 8.0000 0.0000 -8.0000 4.0000 -4.0000 12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8955 3.4092 
10.0000 29.0000 0.0000 1.0000 0.6600 8 -1.0000 1.0000 0.9460 2.0000 -10.0000 -2.0000 10.0000 -6.0000 6.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7542 3.2592 
10.0000 30.0000 -2.0000 1.0000 -0.6600 2 1.0000 1.0000 0.8330 2.0000 4.0000 -8.0000 -12.0000 8.0000 -4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9114 3.4092 
10.0000 31.0000 -2.0000 0.0000 -0.6600 8 -1.0000 0.0000 2.2390 3.0000 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.1779 0.3169 0.1822 0.2505 0.3203 1.2479 1.8783 3.3736 
10.0000 32.0000 4.0000 1.0000 1.6500 8 -1.0000 1.0000 0.7140 3.0000 -6.0000 6.0000 14.0000 2.0000 10.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9447 3.4424 
10.0000 33.0000 -4.0000 0.0000 -1.6500 2 1.0000 1.0000 1.0260 4.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2057 0.1617 0.3050 0.2728 0.3020 1.2471 1.9734 3.4731 
10.0000 34.0000 0.0000 1.0000 1.3200 8 -1.0000 1.0000 0.8370 4.0000 6.0000 -6.0000 -10.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7624 3.2591 
10.0000 35.0000 -4.0000 0.0000 -1.3200 2 1.0000 1.0000 0.8890 4.0000 -10.0000 -2.0000 2.0000 -6.0000 6.0000 -14.0000 0.2380 0.1718 0.2778 0.3558 0.2059 1.2492 1.8996 3.3916 
10.0000 36.0000 4.0000 0.0000 -0.9900 8 -1.0000 0.0000 1.4550 5.0000 -6.0000 6.0000 14.0000 2.0000 10.0000 -2.0000 0.2362 0.1899 0.2589 0.1990 0.3651 1.2491 1.8194 3.3083 
10.0000 37.0000 2.0000 1.0000 -1.9800 2 1.0000 1.0000 1.7250 5.0000 -8.0000 0.0000 12.0000 -4.0000 8.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8566 3.3426 
10.0000 38.0000 -4.0000 1.0000 -1.9800 2 1.0000 1.0000 0.8580 5.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9914 3.4927 
10.0000 39.0000 -4.0000 0.0000 1.9800 2 1.0000 0.0000 2.2470 5.0000 -14.0000 -6.0000 2.0000 -10.0000 6.0000 -2.0000 0.2405 0.2980 0.2347 0.2001 0.2746 1.2479 1.8336 3.3403 
10.0000 40.0000 4.0000 1.0000 2.9700 8 -1.0000 1.0000 1.0140 5.0000 2.0000 10.0000 14.0000 -6.0000 6.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8240 3.3260 
10.0000 41.0000 4.0000 0.0000 2.9700 8 -1.0000 1.0000 1.0010 6.0000 14.0000 2.0000 -2.0000 6.0000 -6.0000 10.0000 0.2154 0.3653 0.1521 0.2240 0.2934 1.2502 1.9873 3.4929 
10.0000 42.0000 0.0000 1.0000 2.6400 2 1.0000 0.0000 1.5960 6.0000 6.0000 -2.0000 -10.0000 2.0000 -6.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7719 3.2758 
10.0000 43.0000 4.0000 0.0000 -2.6400 2 1.0000 1.0000 2.5270 6.0000 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2523 0.2156 0.1845 0.3284 0.2634 1.2442 1.9614 3.4533 
10.0000 44.0000 -4.0000 0.0000 -2.3100 2 1.0000 1.0000 1.2130 6.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2109 0.3456 0.2021 0.3246 0.1719 1.2550 1.9567 3.4645 
10.0000 45.0000 4.0000 0.0000 -1.9800 8 -1.0000 0.0000 1.3860 7.0000 -6.0000 2.0000 14.0000 -2.0000 10.0000 6.0000 0.2752 0.2101 0.2809 0.2546 0.2208 1.2417 1.9116 3.4010 
10.0000 46.0000 4.0000 0.0000 -2.9700 8 -1.0000 0.0000 0.7060 7.0000 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.1840 0.3137 0.3439 0.1714 0.2323 1.2454 1.8851 3.3714 
10.0000 47.0000 -4.0000 1.0000 3.9600 2 1.0000 0.0000 1.0390 7.0000 6.0000 -6.0000 -14.0000 -2.0000 -10.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8126 3.3093 
10.0000 48.0000 -4.0000 0.0000 3.9600 8 -1.0000 1.0000 2.7680 8.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2293 0.2874 0.1901 0.2318 0.3035 1.2422 1.9819 3.4682 
10.0000 49.0000 -4.0000 1.0000 3.6300 2 1.0000 0.0000 2.4310 8.0000 6.0000 -6.0000 -10.0000 -2.0000 -14.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9070 3.4092 
10.0000 50.0000 -2.0000 0.0000 -3.6300 2 1.0000 1.0000 0.9610 8.0000 4.0000 -8.0000 -12.0000 8.0000 -4.0000 0.0000 0.1658 0.1958 0.3868 0.1985 0.2990 1.2458 1.9588 3.4549 
10.0000 51.0000 4.0000 1.0000 -3.3000 8 -1.0000 0.0000 3.0900 8.0000 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8528 3.3592 
