subNo index block mean periodicity testLevel pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
4.0000 65.0000 1.0000 4.0000 0.0000 -4.4000 2 1.0000 1.0000 1.6260 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.3519 0.1752 0.3322 0.1563 0.2399 1.2555 1.7874 3.2981 
4.0000 48.0000 1.0000 2.0000 1.0000 4.4000 2 1.0000 0.0000 1.0900 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8185 3.3259 
4.0000 32.0000 1.0000 0.0000 1.0000 0.0000 8 -1.0000 0.0000 1.5860 -10.0000 2.0000 6.0000 -2.0000 10.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7837 3.2758 
4.0000 63.0000 1.0000 4.0000 1.0000 6.6000 8 -1.0000 1.0000 0.5410 -6.0000 2.0000 10.0000 -2.0000 14.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9476 3.4427 
4.0000 55.0000 1.0000 2.0000 0.0000 4.4000 8 -1.0000 1.0000 1.4040 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.1668 0.3921 0.3101 0.2310 0.1508 1.2508 1.9799 3.4768 
4.0000 64.0000 1.0000 4.0000 0.0000 -6.6000 2 1.0000 1.0000 1.0460 -6.0000 6.0000 10.0000 2.0000 14.0000 -2.0000 0.3703 0.1861 0.2245 0.1680 0.3102 1.2590 1.7997 3.3015 
4.0000 42.0000 1.0000 0.0000 0.0000 6.6000 8 -1.0000 1.0000 0.7060 -2.0000 6.0000 10.0000 -10.0000 2.0000 -6.0000 0.1527 0.1844 0.3078 0.3514 0.2539 1.2502 1.7684 3.2594 
4.0000 52.0000 1.0000 2.0000 0.0000 -2.2000 2 1.0000 1.0000 1.0450 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.2130 0.3310 0.2360 0.1996 0.2750 1.2545 1.9701 3.4805 
4.0000 27.0000 1.0000 -2.0000 0.0000 4.4000 8 -1.0000 1.0000 0.9020 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.3447 0.2910 0.1562 0.1862 0.2806 1.2586 1.8260 3.3345 
4.0000 25.0000 1.0000 -2.0000 0.0000 0.0000 8 -1.0000 0.0000 0.9560 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.1751 0.2546 0.2086 0.3975 0.2187 1.2545 1.9330 3.4471 
4.0000 28.0000 1.0000 -2.0000 0.0000 6.6000 8 -1.0000 1.0000 1.4980 4.0000 -4.0000 -8.0000 0.0000 -12.0000 8.0000 0.3895 0.1665 0.3601 0.1918 0.1503 1.2582 1.9288 3.4340 
4.0000 60.0000 1.0000 4.0000 1.0000 0.0000 2 1.0000 0.0000 0.8610 -6.0000 6.0000 10.0000 2.0000 14.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8399 3.3425 
4.0000 4.0000 1.0000 -4.0000 1.0000 0.0000 8 -1.0000 0.0000 1.7790 -14.0000 -6.0000 6.0000 -10.0000 2.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8607 3.3593 
4.0000 57.0000 1.0000 4.0000 1.0000 -6.6000 2 1.0000 1.0000 0.8300 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8480 3.3426 
4.0000 53.0000 1.0000 2.0000 0.0000 0.0000 2 1.0000 0.0000 0.8130 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.1695 0.1963 0.3464 0.2180 0.3290 1.2592 1.8028 3.3183 
4.0000 70.0000 1.0000 4.0000 0.0000 6.6000 8 -1.0000 1.0000 0.6690 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.1578 0.2633 0.2350 0.3430 0.2427 1.2420 1.8181 3.3011 
4.0000 33.0000 1.0000 0.0000 1.0000 2.2000 2 1.0000 0.0000 0.9620 6.0000 -2.0000 -6.0000 2.0000 -10.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9156 3.4093 
4.0000 58.0000 1.0000 4.0000 1.0000 -4.4000 2 1.0000 1.0000 0.6210 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7697 3.2591 
4.0000 50.0000 1.0000 2.0000 0.0000 -6.6000 2 1.0000 1.0000 0.4980 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2193 0.2690 0.3041 0.2152 0.2407 1.2483 1.7715 3.2575 
4.0000 18.0000 1.0000 -2.0000 1.0000 0.0000 2 1.0000 0.0000 0.4500 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7673 3.2759 
4.0000 49.0000 1.0000 2.0000 1.0000 6.6000 8 -1.0000 1.0000 1.8960 12.0000 4.0000 -8.0000 8.0000 -4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7788 3.2924 
4.0000 2.0000 1.0000 -4.0000 1.0000 -4.4000 2 1.0000 1.0000 0.6820 -6.0000 2.0000 6.0000 -14.0000 -2.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9280 3.4260 
4.0000 59.0000 1.0000 4.0000 1.0000 -2.2000 2 1.0000 1.0000 0.8560 14.0000 2.0000 -6.0000 6.0000 -2.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8437 3.3425 
4.0000 37.0000 1.0000 0.0000 0.0000 -4.4000 2 1.0000 1.0000 0.5900 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.2231 0.3530 0.2832 0.2365 0.1532 1.2490 1.8365 3.3416 
4.0000 13.0000 1.0000 -4.0000 0.0000 4.4000 8 -1.0000 1.0000 1.0640 2.0000 -6.0000 -14.0000 -2.0000 -10.0000 6.0000 0.2009 0.2386 0.3588 0.2715 0.1711 1.2408 1.7601 3.2500 
4.0000 21.0000 1.0000 -2.0000 1.0000 6.6000 8 -1.0000 1.0000 0.4970 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9543 3.4593 
4.0000 9.0000 1.0000 -4.0000 0.0000 -4.4000 2 1.0000 1.0000 1.0300 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2684 0.1891 0.3450 0.2090 0.2484 1.2599 1.8129 3.3191 
4.0000 67.0000 1.0000 4.0000 0.0000 0.0000 8 -1.0000 0.0000 1.5520 14.0000 6.0000 -2.0000 10.0000 -6.0000 2.0000 0.1887 0.3653 0.1742 0.2197 0.2952 1.2431 1.7868 3.2857 
4.0000 45.0000 1.0000 2.0000 1.0000 -2.2000 8 -1.0000 0.0000 0.9900 -4.0000 4.0000 12.0000 0.0000 8.0000 -8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7571 3.2592 
4.0000 54.0000 1.0000 2.0000 0.0000 2.2000 2 1.0000 0.0000 0.9870 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2728 0.1821 0.2900 0.3383 0.1702 1.2535 1.9154 3.4129 
4.0000 23.0000 1.0000 -2.0000 0.0000 -4.4000 2 1.0000 1.0000 0.8390 -8.0000 0.0000 4.0000 -4.0000 8.0000 -12.0000 0.2563 0.1525 0.2474 0.3378 0.2569 1.2509 1.8137 3.3100 
4.0000 41.0000 1.0000 0.0000 0.0000 4.4000 8 -1.0000 1.0000 0.6420 -10.0000 -2.0000 6.0000 -6.0000 10.0000 2.0000 0.1664 0.1994 0.3608 0.2491 0.2817 1.2575 1.9310 3.4333 
4.0000 16.0000 1.0000 -2.0000 1.0000 -4.4000 2 1.0000 1.0000 0.4970 8.0000 0.0000 -12.0000 4.0000 -8.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8169 3.3258 
4.0000 51.0000 1.0000 2.0000 0.0000 -4.4000 2 1.0000 1.0000 0.8960 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.2249 0.3060 0.2458 0.1581 0.3109 1.2457 1.9929 3.4884 
