subNo index block mean periodicity testLevel pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
4.0000 1.0000 1.0000 -2.4542 1.0000 1.4794 2 1.0000 0.0000 1.1970 3.5458 -4.4542 -8.4542 -0.4542 -12.4542 7.5458 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9267 3.4259 
4.0000 2.0000 1.0000 2.5736 1.0000 5.0219 8 -1.0000 1.0000 1.4230 -7.4264 4.5736 8.5736 0.5736 12.5736 -3.4264 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8413 3.3426 
4.0000 3.0000 1.0000 2.7741 1.0000 -1.0212 8 -1.0000 0.0000 1.3180 -7.2259 4.7741 8.7741 0.7741 12.7741 -3.2259 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9322 3.4259 
4.0000 4.0000 1.0000 -3.4227 0.0000 -5.1504 2 1.0000 1.0000 0.5910 6.5773 -5.4227 -13.4227 -1.4227 -9.4227 2.5773 0.2534 0.2800 0.2030 0.2814 0.2346 1.2523 1.9643 3.4615 
4.0000 5.0000 1.0000 2.9058 1.0000 1.3903 8 -1.0000 1.0000 0.8160 0.9058 8.9058 12.9058 -7.0942 4.9058 -3.0942 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9656 3.4592 
4.0000 6.0000 1.0000 1.8995 0.0000 -4.3598 2 1.0000 1.0000 1.2150 -8.1005 3.8995 11.8995 -0.1005 7.8995 -4.1005 0.2502 0.3234 0.2823 0.2307 0.1717 1.2584 1.9454 3.4509 
4.0000 7.0000 1.0000 -1.5480 0.0000 2.9030 2 1.0000 0.0000 1.8850 4.4520 -3.5480 -7.5480 0.4520 -11.5480 8.4520 0.2320 0.2846 0.1850 0.2103 0.3416 1.2536 1.7721 3.2627 
4.0000 8.0000 1.0000 2.9388 0.0000 -6.9773 2 1.0000 1.0000 0.8950 8.9388 -3.0612 -7.0612 12.9388 0.9388 4.9388 0.1513 0.3448 0.2293 0.3363 0.1927 1.2543 1.7730 3.2801 
4.0000 9.0000 1.0000 -3.7387 1.0000 -1.1172 2 1.0000 1.0000 1.6560 2.2613 -5.7387 -13.7387 -1.7387 -9.7387 6.2613 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9653 3.4759 
4.0000 10.0000 1.0000 1.1911 0.0000 0.8357 2 1.0000 0.0000 0.9000 11.1911 3.1911 -8.8089 7.1911 -4.8089 -0.8089 0.2413 0.3449 0.2132 0.2451 0.2093 1.2538 1.9887 3.4965 
