subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
4.0000 1.0000 2.0000 1.0000 -11.0000 2 1.0000 1.0000 1.2010 0.0000 12.0000 4.0000 -8.0000 8.0000 -4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9896 3.4926 
4.0000 2.0000 -2.0000 1.0000 -11.0000 2 1.0000 1.0000 0.7160 0.0000 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9374 3.4425 
4.0000 3.0000 -4.0000 0.0000 -11.0000 2 1.0000 1.0000 2.3490 0.0000 -10.0000 2.0000 6.0000 -14.0000 -2.0000 -6.0000 0.1743 0.3384 0.3127 0.1808 0.2522 1.2585 1.9699 3.4677 
4.0000 4.0000 0.0000 1.0000 -11.0000 2 1.0000 1.0000 1.0230 0.0000 10.0000 -2.0000 -6.0000 2.0000 -10.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9834 3.4758 
4.0000 5.0000 0.0000 1.0000 -11.0000 2 1.0000 1.0000 1.6570 0.0000 -10.0000 -2.0000 6.0000 -6.0000 10.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9855 3.4759 
4.0000 6.0000 -2.0000 1.0000 11.0000 8 -1.0000 1.0000 0.6750 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9099 3.4260 
4.0000 7.0000 0.0000 1.0000 11.0000 8 -1.0000 1.0000 0.6020 0.0000 -6.0000 2.0000 10.0000 -2.0000 6.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9891 3.4926 
4.0000 8.0000 0.0000 0.0000 -11.0000 2 1.0000 1.0000 1.2190 0.0000 -10.0000 2.0000 6.0000 -2.0000 10.0000 -6.0000 0.3480 0.1860 0.2653 0.1680 0.2878 1.2550 1.8110 3.3142 
4.0000 9.0000 0.0000 1.0000 -9.0000 2 1.0000 1.0000 1.2720 0.0000 -6.0000 2.0000 6.0000 -2.0000 10.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9299 3.4258 
4.0000 10.0000 -4.0000 1.0000 9.0000 8 -1.0000 1.0000 0.7170 0.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9986 3.5091 
4.0000 11.0000 -2.0000 1.0000 -9.0000 2 1.0000 1.0000 0.6920 0.0000 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9779 3.4759 
4.0000 12.0000 -4.0000 0.0000 -9.0000 2 1.0000 1.0000 0.7230 0.0000 6.0000 -2.0000 -10.0000 2.0000 -14.0000 -6.0000 0.3119 0.1638 0.3026 0.2545 0.2136 1.2464 1.9781 3.4723 
4.0000 13.0000 0.0000 1.0000 -7.0000 2 1.0000 1.0000 0.9960 0.0000 -6.0000 2.0000 6.0000 -2.0000 10.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8923 3.3924 
4.0000 14.0000 -4.0000 1.0000 7.0000 8 -1.0000 1.0000 1.7770 0.0000 6.0000 -6.0000 -10.0000 -2.0000 -14.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7682 3.2592 
4.0000 15.0000 4.0000 1.0000 7.0000 8 -1.0000 1.0000 2.2620 0.0000 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9467 3.4424 
4.0000 16.0000 -2.0000 0.0000 7.0000 8 -1.0000 1.0000 1.5430 0.0000 -8.0000 0.0000 4.0000 -4.0000 8.0000 -12.0000 0.2938 0.3279 0.2202 0.1689 0.2434 1.2542 1.7648 3.2635 
4.0000 17.0000 2.0000 1.0000 5.0000 8 -1.0000 1.0000 1.3270 0.0000 8.0000 0.0000 -4.0000 4.0000 -8.0000 12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9205 3.4093 
4.0000 18.0000 -2.0000 1.0000 -5.0000 2 1.0000 1.0000 0.8920 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9824 3.4925 
4.0000 19.0000 0.0000 1.0000 -5.0000 2 1.0000 1.0000 0.9050 0.0000 6.0000 -6.0000 -10.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7852 3.2926 
