subNo index block mean periodicity testLevel pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
9.0000 32.0000 1.0000 0.0000 1.0000 0.0000 2 -1.0000 0.0000 1.1510 -10.0000 -2.0000 10.0000 -6.0000 6.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7697 3.2591 
9.0000 5.0000 1.0000 -4.0000 1.0000 2.2000 2 -1.0000 1.0000 0.6820 -10.0000 2.0000 6.0000 -14.0000 -2.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8101 3.3092 
9.0000 20.0000 1.0000 -2.0000 1.0000 4.4000 2 -1.0000 1.0000 0.6210 -4.0000 4.0000 8.0000 -12.0000 0.0000 -8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8785 3.3758 
9.0000 45.0000 1.0000 2.0000 1.0000 -2.2000 2 -1.0000 0.0000 0.6600 -8.0000 0.0000 8.0000 -4.0000 12.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8863 3.3927 
9.0000 49.0000 1.0000 2.0000 1.0000 6.6000 2 -1.0000 1.0000 0.8030 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9905 3.4926 
9.0000 43.0000 1.0000 2.0000 1.0000 -6.6000 8 1.0000 1.0000 1.2650 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8572 3.3592 
9.0000 70.0000 1.0000 4.0000 0.0000 6.6000 2 -1.0000 1.0000 0.8930 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2938 0.2225 0.1845 0.3708 0.1736 1.2453 1.8686 3.3711 
9.0000 25.0000 1.0000 -2.0000 0.0000 0.0000 8 1.0000 0.0000 1.4700 8.0000 -4.0000 -8.0000 0.0000 -12.0000 4.0000 0.1997 0.3896 0.1600 0.2064 0.2938 1.2495 1.9334 3.4421 
9.0000 16.0000 1.0000 -2.0000 1.0000 -4.4000 8 1.0000 1.0000 0.8040 4.0000 -4.0000 -8.0000 0.0000 -12.0000 8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8020 3.3092 
9.0000 2.0000 1.0000 -4.0000 1.0000 -4.4000 8 1.0000 1.0000 1.1930 -10.0000 -2.0000 6.0000 -6.0000 2.0000 -14.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7944 3.2926 
9.0000 15.0000 1.0000 -2.0000 1.0000 -6.6000 8 1.0000 1.0000 0.8210 4.0000 -4.0000 -8.0000 0.0000 -12.0000 8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9265 3.4259 
9.0000 1.0000 1.0000 -4.0000 1.0000 -6.6000 8 1.0000 1.0000 1.1560 2.0000 -6.0000 -14.0000 -2.0000 -10.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8292 3.3258 
9.0000 11.0000 1.0000 -4.0000 0.0000 0.0000 2 -1.0000 0.0000 1.7640 -14.0000 -6.0000 2.0000 -10.0000 6.0000 -2.0000 0.2530 0.1596 0.2128 0.3340 0.2858 1.2452 1.7596 3.2544 
9.0000 59.0000 1.0000 4.0000 1.0000 -2.2000 2 -1.0000 0.0000 0.6920 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8880 3.3761 
9.0000 34.0000 1.0000 0.0000 1.0000 4.4000 2 -1.0000 1.0000 0.6870 10.0000 2.0000 -6.0000 6.0000 -10.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8443 3.3425 
9.0000 57.0000 1.0000 4.0000 1.0000 -6.6000 2 -1.0000 0.0000 0.9770 10.0000 2.0000 -2.0000 6.0000 -6.0000 14.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9019 3.4092 
9.0000 26.0000 1.0000 -2.0000 0.0000 2.2000 2 -1.0000 1.0000 0.7060 -8.0000 0.0000 4.0000 -4.0000 8.0000 -12.0000 0.2059 0.3793 0.1623 0.2999 0.1973 1.2447 1.8583 3.3539 
9.0000 65.0000 1.0000 4.0000 0.0000 -4.4000 2 -1.0000 0.0000 0.8690 -6.0000 2.0000 10.0000 -2.0000 14.0000 6.0000 0.2536 0.3827 0.1798 0.2452 0.1817 1.2430 1.8513 3.3524 
9.0000 35.0000 1.0000 0.0000 1.0000 6.6000 2 -1.0000 1.0000 0.7270 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9620 3.4592 
9.0000 64.0000 1.0000 4.0000 0.0000 -6.6000 8 1.0000 1.0000 0.7920 14.0000 6.0000 -2.0000 10.0000 -6.0000 2.0000 0.2106 0.2853 0.3140 0.2363 0.2103 1.2564 1.8917 3.3991 
9.0000 14.0000 1.0000 -4.0000 0.0000 6.6000 2 -1.0000 1.0000 1.0280 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.1612 0.3469 0.1653 0.3539 0.2159 1.2432 1.7613 3.2524 
9.0000 56.0000 1.0000 2.0000 0.0000 6.6000 2 -1.0000 1.0000 1.0470 -8.0000 0.0000 8.0000 -4.0000 12.0000 4.0000 0.1503 0.3361 0.1580 0.3244 0.2839 1.2527 1.9429 3.4454 
9.0000 48.0000 1.0000 2.0000 1.0000 4.4000 2 -1.0000 1.0000 1.0550 12.0000 4.0000 -8.0000 8.0000 -4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7864 3.2925 
9.0000 42.0000 1.0000 0.0000 0.0000 6.6000 2 -1.0000 1.0000 1.2850 -6.0000 2.0000 6.0000 -2.0000 10.0000 -10.0000 0.1773 0.3426 0.1853 0.2172 0.3306 1.2531 1.8832 3.3790 
9.0000 17.0000 1.0000 -2.0000 1.0000 -2.2000 8 1.0000 1.0000 2.8570 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8721 3.3760 
9.0000 51.0000 1.0000 2.0000 0.0000 -4.4000 2 -1.0000 0.0000 2.0880 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2949 0.2591 0.1783 0.3264 0.1961 1.2548 1.7835 3.2805 
9.0000 63.0000 1.0000 4.0000 1.0000 6.6000 2 -1.0000 1.0000 0.8120 14.0000 2.0000 -6.0000 6.0000 -2.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8686 3.3592 
9.0000 29.0000 1.0000 0.0000 1.0000 -6.6000 2 -1.0000 0.0000 3.2410 6.0000 -2.0000 -10.0000 2.0000 -6.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8774 3.3925 
9.0000 40.0000 1.0000 0.0000 0.0000 2.2000 2 -1.0000 1.0000 0.6130 -10.0000 -2.0000 6.0000 -6.0000 10.0000 2.0000 0.3883 0.2889 0.1856 0.2125 0.1795 1.2549 1.8388 3.3475 
9.0000 54.0000 1.0000 2.0000 0.0000 2.2000 2 -1.0000 1.0000 0.5660 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2365 0.1646 0.3661 0.2858 0.1903 1.2434 1.8048 3.3025 
9.0000 67.0000 1.0000 4.0000 0.0000 0.0000 2 -1.0000 0.0000 0.6570 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.2404 0.3159 0.2820 0.2363 0.1801 1.2547 1.7813 3.2971 
9.0000 66.0000 1.0000 4.0000 0.0000 -2.2000 2 -1.0000 0.0000 1.0990 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.1850 0.2940 0.1660 0.2672 0.3301 1.2423 1.9875 3.4848 
9.0000 37.0000 1.0000 0.0000 0.0000 -4.4000 8 1.0000 1.0000 2.2690 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.3328 0.1970 0.2861 0.1836 0.2560 1.2554 1.8924 3.3981 
9.0000 8.0000 1.0000 -4.0000 0.0000 -6.6000 8 1.0000 1.0000 1.6720 -10.0000 -2.0000 6.0000 -6.0000 2.0000 -14.0000 0.1504 0.3217 0.2000 0.3928 0.1794 1.2443 1.8594 3.3536 
9.0000 55.0000 1.0000 2.0000 0.0000 4.4000 2 -1.0000 1.0000 1.3990 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.1642 0.3663 0.1794 0.3388 0.2113 1.2599 1.8231 3.3358 
9.0000 23.0000 1.0000 -2.0000 0.0000 -4.4000 8 1.0000 1.0000 1.0800 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.2975 0.1916 0.2574 0.3326 0.1657 1.2449 1.9840 3.4709 
9.0000 47.0000 1.0000 2.0000 1.0000 2.2000 2 -1.0000 1.0000 0.7540 12.0000 0.0000 -4.0000 4.0000 -8.0000 8.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7731 3.2758 
9.0000 50.0000 1.0000 2.0000 0.0000 -6.6000 8 1.0000 1.0000 2.0470 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.1812 0.3653 0.2099 0.1704 0.3199 1.2468 1.8013 3.2893 
9.0000 30.0000 1.0000 0.0000 1.0000 -4.4000 8 1.0000 1.0000 0.7890 6.0000 -2.0000 -10.0000 2.0000 -6.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7987 3.3093 
9.0000 44.0000 1.0000 2.0000 1.0000 -4.4000 2 -1.0000 0.0000 1.0050 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8442 3.3592 
9.0000 31.0000 1.0000 0.0000 1.0000 -2.2000 2 -1.0000 0.0000 0.6890 -6.0000 2.0000 6.0000 -2.0000 10.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7608 3.2593 
9.0000 38.0000 1.0000 0.0000 0.0000 -2.2000 2 -1.0000 0.0000 2.1390 2.0000 -6.0000 -10.0000 10.0000 -2.0000 6.0000 0.2294 0.2015 0.2638 0.3151 0.2398 1.2496 1.8691 3.3754 
