subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
22.0000 1.0000 -2.0000 1.0000 -11.0000 2 1.0000 1.0000 1.3870 0.0000 8.0000 0.0000 -12.0000 4.0000 -8.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7668 3.2593 
22.0000 2.0000 0.0000 1.0000 -11.0000 2 1.0000 1.0000 1.1820 0.0000 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9263 3.4259 
22.0000 3.0000 4.0000 1.0000 -11.0000 2 1.0000 1.0000 1.7570 0.0000 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8760 3.3758 
22.0000 4.0000 2.0000 0.0000 11.0000 8 -1.0000 1.0000 1.1040 0.0000 -8.0000 4.0000 8.0000 0.0000 12.0000 -4.0000 0.3386 0.2403 0.2039 0.1536 0.3179 1.2544 1.7959 3.2969 
22.0000 5.0000 -2.0000 1.0000 -11.0000 2 1.0000 1.0000 0.9900 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8218 3.3093 
22.0000 6.0000 2.0000 1.0000 11.0000 8 -1.0000 1.0000 1.0180 0.0000 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9206 3.4092 
22.0000 7.0000 -4.0000 1.0000 -11.0000 2 1.0000 1.0000 0.9760 0.0000 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8602 3.3759 
22.0000 8.0000 -2.0000 1.0000 11.0000 8 -1.0000 1.0000 0.9860 0.0000 -8.0000 0.0000 8.0000 -4.0000 4.0000 -12.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9887 3.4926 
22.0000 9.0000 -2.0000 0.0000 11.0000 8 -1.0000 1.0000 1.6940 0.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.1992 0.2301 0.3462 0.1653 0.3002 1.2410 1.9387 3.4336 
22.0000 10.0000 2.0000 1.0000 -9.0000 2 1.0000 1.0000 1.2810 0.0000 12.0000 4.0000 -4.0000 8.0000 -8.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8969 3.3926 
22.0000 11.0000 -2.0000 1.0000 -9.0000 2 1.0000 1.0000 0.9870 0.0000 -12.0000 -4.0000 8.0000 -8.0000 4.0000 0.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9201 3.4259 
22.0000 12.0000 -2.0000 1.0000 -9.0000 2 1.0000 1.0000 0.7980 0.0000 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7592 3.2592 
22.0000 13.0000 4.0000 1.0000 9.0000 8 -1.0000 1.0000 0.8910 0.0000 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.9387 3.4426 
22.0000 14.0000 -4.0000 0.0000 9.0000 8 -1.0000 1.0000 1.0640 0.0000 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.3254 0.2592 0.2332 0.2715 0.1527 1.2420 1.7635 3.2511 
22.0000 15.0000 2.0000 0.0000 7.0000 8 -1.0000 1.0000 1.5450 0.0000 4.0000 -4.0000 -8.0000 12.0000 0.0000 8.0000 0.3601 0.2857 0.1899 0.2490 0.1680 1.2526 1.7855 3.2786 
22.0000 16.0000 -4.0000 1.0000 -5.0000 2 1.0000 1.0000 0.9870 0.0000 6.0000 -6.0000 -14.0000 -2.0000 -10.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.8300 3.3259 
22.0000 17.0000 4.0000 0.0000 5.0000 8 -1.0000 1.0000 1.0060 0.0000 -6.0000 2.0000 14.0000 -2.0000 10.0000 6.0000 0.2012 0.3127 0.2091 0.3366 0.1811 1.2408 1.8641 3.3499 
22.0000 18.0000 4.0000 1.0000 3.0000 8 -1.0000 1.0000 1.6950 0.0000 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.2500 0.2500 0.2500 0.2500 0.2500 1.2500 1.7747 3.2758 
