"","subNo","periodicity","th.modelfree","th.dg.estimate","th.glm.estimate","sl.modelfree","sl.dg.estimate","sl.glm.estimate","B0.original","B0.bootBias","B0.bootSE","B0.bootMEAN","B1.original","B1.bootBias","B1.bootSE","B1.bootMEAN","thresh.95.c.int.1","thresh.95.c.int.2","slope.95.c.int.1","slope.95.c.int.2","boot.thresh","boot.slope"
"27","14","periodic",-1.2987987987988,-1.29497948901576,-1.29497948901576,0.0880650301714119,-0.140531699891215,0.352261101316666,0.252566178782248,0.0128653753805867,0.109457265949343,0.265431554162834,0.20479067304516,0.00487662817016396,0.0262792419031753,0.209667301215324,0.0251685042947266,0.454233102508596,0.148407677203756,0.251420412546235,-1.26596542533946,0.209667301215324
"28","14","aperiodic",-0.803303303303303,-0.805275063967024,-0.805275063967024,0.14338090680444,-0.143381488577155,0.359404469694095,0.289419457322946,0.0144916353548949,0.145336321805786,0.303911092677841,0.359404469694095,0.01311880590143,0.0492084013673435,0.372523275595525,-0.00992613441681212,0.559781778352915,0.24983896937588,0.442732358209449,-0.815817728951303,0.372523275595525
"29","15","periodic",-1.26966966966967,1.24431689478211,1.24431689478211,0.0505675386590302,-0.0582144299172761,0.145922088831599,0.242139807234253,0.00400887057963262,0.0977875829965219,0.246148677813885,0.132587290517218,0.00477321571270684,0.0196364867239666,0.137360506229924,0.0464707958462159,0.429791077463024,0.0893272680426372,0.166300881566384,-1.79199017657858,0.137360506229924
"30","15","aperiodic",-0.798798798798799,1.4431453105143,1.4431453105143,0.0565722088738616,-0.0651080313123427,0.163201803097804,0.205799512670228,0.00332657809409329,0.0989354398203651,0.209126090764321,0.149139665530958,0.00235458055164744,0.0203611140466441,0.151494246082606,0.00856303573358899,0.39638283341868,0.106878034762776,0.186692135195846,-1.38042266404158,0.151494246082606
"31","16","periodic",1.73873873873874,2.95512083550648,2.95512083550648,0.103974016258478,-0.119619536427496,0.299842026201605,-0.218901371111168,-0.0370275727444346,0.164503098765091,-0.255928943855603,0.222493901023612,0.0283610999730583,0.0403752697704815,0.250855000996671,-0.504293947291547,0.140546350558079,0.114998726434321,0.273266875666786,1.02022659639542,0.250855000996671
"32","16","aperiodic",2.78378378378378,2.7799206019968,2.7799206019968,0.571037294259967,-0.715972102785688,1.7946777960739,-0.562661980132791,-0.417408590796691,0.784204032205426,-0.980070570929481,0.305502885795987,0.0875612508182739,0.262751716626544,0.393064136614261,-1.68226504898982,1.39175827031762,-0.297042266486386,0.732925536441814,2.49341132816522,0.393064136614261
"33","17","periodic",-0.117117117117116,-0.11691710446202,-0.11691710446202,0.0704914405293118,-0.0704914858386449,0.176696136559873,0.0206588006562059,0.000551641818174069,0.106796892331956,0.02121044247438,0.176696136559873,0.00338888409490715,0.0219646585868951,0.18008502065478,-0.189210903793404,0.229425221469468,0.130257312701933,0.216357192227998,-0.117780159600504,0.18008502065478
"34","17","aperiodic",-1.84684684684685,-1.85443185085298,-1.85443185085298,0.131717136859773,-0.165087462263005,0.413813334040342,0.236675423316984,0.0624878359525593,0.115042919044594,0.299163259269544,0.17276218053537,0.00822149396902949,0.0245211532507752,0.180983674504399,-0.0512923906393361,0.399667565368186,0.116480109335434,0.212601263797247,-1.65298477936623,0.180983674504399
"35","18","periodic",-4.0045045045045,-1.15657645051159,-1.15657645051159,0.0445022016438154,-0.0512121332258866,0.128369915576993,0.556820056385036,0.0690215833809541,0.246667173143192,0.62584163976599,0.116433357337556,0.0205397709036675,0.0410380372926921,0.136973128241224,0.00433969747512097,0.971257248533044,0.0154605113440006,0.176326661523777,-4.56908335088777,0.136973128241224
"36","18","aperiodic",-5.81231231231231,1.36538171821748,1.36538171821748,0.017712552413814,-0.0203912439919279,0.0511133222708735,0.287564476642292,0.00650974807599874,0.176816764128162,0.294074224718291,0.0450395392271636,0.00530304547754267,0.0263562573445853,0.0503425847047063,-0.0654997609878176,0.627609218120405,-0.0119208214130356,0.0913938089122774,-5.84146059331752,0.0503425847047063
"37","19","periodic",-2.02702702702703,-2.02209657706242,-2.02209657706242,0.123256468424622,-0.196690244410953,0.493029844284817,0.527995121854383,0.0390504545662612,0.151760471045086,0.567045576420644,0.271432503181043,0.0116421393957731,0.0388762373852573,0.283074642576816,0.191499609762919,0.786389724813324,0.183594338655736,0.335986388914804,-2.00316627183153,0.283074642576816
"38","19","aperiodic",-0.837837837837839,-0.83576356435395,-0.83576356435395,0.0796055278692995,-0.12703227257076,0.318423019668688,0.155066935325642,-0.00139668225604639,0.110511791880956,0.153670253069596,0.182678932794114,0.00528009363904322,0.0222998939296765,0.187959026433157,-0.0601355143719719,0.373062749535349,0.133691850193841,0.2211058281163,-0.817573148710923,0.187959026433157
"39","20","periodic",0.743243243243244,0.736759063976912,0.736759063976912,0.0944302233256635,-0.0944305820513577,0.23670261483448,-0.174392796946339,-0.00620335467689637,0.128768572561294,-0.180596151623235,0.23670261483448,0.00672605855766539,0.0303403006439515,0.243428673392145,-0.420571206830211,0.0841923222913256,0.170510659734552,0.289442452819077,0.741885288641854,0.243428673392145
"40","20","aperiodic",0.961261261261262,0.957472463374834,0.957472463374834,0.110186820379906,-0.175833782174747,0.440750391587796,-0.225916133123626,-0.0132379657173139,0.131127755792765,-0.239154098840939,0.241781918592337,0.0112122994249667,0.0336120198523965,0.252994218017303,-0.469683846133694,0.0443275113210706,0.164691270809028,0.296447967525713,0.945294721417636,0.252994218017303
"41","21","periodic",0.288798798798799,0.28962516169221,0.28962516169221,0.128150834015479,-0.128150915553841,0.32122704473567,-0.0930354347714791,-0.00186800238644019,0.105805392318115,-0.0949034371579193,0.32122704473567,0.00566538431812441,0.0395296346901138,0.326892429053795,-0.298542190698674,0.116207325928597,0.238085000102898,0.393038320732194,0.290320083070207,0.326892429053795
"42","21","aperiodic",0.817447447447448,0.818690376781272,0.818690376781272,0.0882433885882139,-0.088243368478754,0.221193554111141,-0.181089034156839,-0.00182824870328618,0.0967022090610417,-0.182917282860125,0.221193554111141,0.00271706497188814,0.0325089634001978,0.22391061908303,-0.368793632438657,0.0102720615315516,0.154760091700135,0.282192886578372,0.81692098217234,0.22391061908303
"43","22","periodic",0.12882882882883,0.136967045216294,0.136967045216294,0.155034367965254,-0.247403488100042,0.620149227933398,-0.0807911501789017,0.0325345315440017,0.156163604516545,-0.0482566186349,0.320818049773886,0.0344795055879308,0.0633735111118813,0.355297555361817,-0.419400722271288,0.192749358825482,0.162128744832819,0.410548343539092,0.135820294585922,0.355297555361817
"44","22","aperiodic",1.31801801801802,1.32262342979619,1.32262342979619,0.138258234047414,-0.138259352564052,0.346565165291844,-0.458375207566183,-0.0216176700533137,0.17179704373349,-0.479992877619496,0.346565165291844,0.0159850027401137,0.0541336960779596,0.362550168031958,-0.773473555880962,-0.100041519144776,0.224480067888892,0.436680257214568,1.32393505766404,0.362550168031958
"45","23","periodic",-3.26036036036036,-1.26524793667806,-1.26524793667806,0.0636698147624586,-0.0732909638499555,0.183713394645697,0.68209013572285,0.0210648597633205,0.120354347448841,0.70315499548617,0.173669205569235,0.00666229230660251,0.0212828025801031,0.180331497875837,0.425135089576982,0.896915462342077,0.125293386715554,0.208720439809711,-3.89923559538284,0.180331497875837
"46","23","aperiodic",-4.86576576576577,-4.8731767058915,-4.8731767058915,0.0950921029748463,-0.151745902874162,0.380370969027788,0.995494619640202,0.0672628998743738,0.190858473469986,1.06275751951458,0.208600154797647,0.0118135781805427,0.0328026964388305,0.22041373297819,0.554155985620363,1.30230745391129,0.132494473001196,0.261078680233012,-4.82164838440324,0.22041373297819
"47","24","periodic",1.81351351351351,1.8142800496015,1.8142800496015,0.129700723541591,-0.206974024771081,0.518807485899923,-0.530366769645931,-0.00381999889707985,0.165584779250017,-0.534186768543011,0.285733074058498,0.0111418421609632,0.0437712531828248,0.296874916219461,-0.8510869744669,-0.202006567030803,0.188801152101014,0.360381311694055,1.79936646499336,0.296874916219461
"48","24","aperiodic",1.1990990990991,1.18954863078775,1.18954863078775,0.111197059626431,-0.111197902778118,0.278732099071208,-0.33156538680675,-0.01124031409538,0.144973913199293,-0.34280570090213,0.278732099071208,0.0106207008002946,0.0384684209970994,0.289352799871502,-0.604468721279819,-0.0361814241429206,0.192714678574474,0.343508117967352,1.18473262071203,0.289352799871502
